,car,price,body,mileage,engV,engType,registration,year,drive
2560,43,12000.0,4,187,2.0,0,1,2008,0
2561,26,15500.0,3,270,3.2,0,0,2007,2
2562,6,8200.0,3,140,2.0,3,1,2007,0
2563,6,6000.0,3,128,1.5,3,1,2008,0
2564,17,28400.0,0,1,2.0,3,1,2016,1
2565,3,18400.0,0,256,3.0,0,1,2006,1
2566,10,3800.0,3,170,1.5,1,1,2007,0
2567,17,17500.0,3,60,1.8,3,1,2013,0
2568,6,6950.0,3,88,1.5,1,1,2011,0
2569,43,12999.0,4,95,1.6,0,1,2010,0
2570,29,12750.0,3,119,1.8,1,1,2010,0
2571,13,3800.0,1,460,2.9,1,1,1993,2
2573,3,85555.0,3,10,3.0,0,1,2015,1
2574,43,10200.0,3,280,1.8,3,1,2006,0
2575,43,22000.0,0,98,2.0,0,1,2013,1
2576,33,8500.0,5,157,1.5,0,0,2013,0
2577,21,13000.0,3,64,1.6,1,1,2013,0
2578,10,3100.0,3,90,1.5,3,1,2005,0
2579,2,16500.0,4,171,2.0,0,1,2008,0
2581,27,21000.0,0,98,2.5,0,1,2011,1
2582,2,2450.0,4,325,2.5,0,0,2000,0
2583,40,14900.0,3,110,3.5,3,1,2008,0
2584,10,3000.0,1,88,0.8,3,1,2010,0
2585,19,27500.0,3,102,3.0,3,1,2012,2
2586,2,4700.0,3,400,2.6,3,1,1996,0
2587,3,1950.0,3,162,1.6,3,0,1995,2
2588,2,21700.0,3,167,3.0,3,1,2009,1
2589,26,36000.0,0,162,3.0,0,1,2009,1
2590,43,16700.0,3,175,2.0,3,1,2011,0
2591,43,1500.0,3,255,1.9,0,0,1998,0
2592,17,6300.0,3,163,1.5,0,1,2008,0
2593,34,19500.0,3,20,1.4,3,1,2015,0
2594,13,6400.0,1,140,1.6,0,1,2006,0
2595,44,20999.0,0,165,3.0,3,1,2008,1
2596,2,2650.0,4,333,2.5,0,0,2000,0
2597,13,6900.0,4,150,1.4,1,1,2008,0
2598,35,12700.0,3,125,1.8,3,1,2011,0
2599,43,18500.0,3,74,1.8,3,1,2011,0
2600,42,3199.0,2,127,1.7,3,1,2008,1
2601,10,4350.0,3,37,1.5,1,1,2009,0
2602,43,16000.0,1,26,1.2,3,1,2014,0
2603,27,8200.0,3,139,1.5,2,1,2012,0
2604,35,6600.0,1,86,1.4,3,1,2008,0
2605,21,4350.0,0,199,2.0,1,1,1997,1
2606,17,8000.0,3,193,2.0,1,1,2007,0
2608,40,32950.0,2,50,5.7,3,1,2013,1
2609,10,4650.0,3,63,1.5,3,1,2007,0
2611,10,4700.0,3,68,1.5,1,1,2007,0
2612,26,9999.0,0,300,3.2,3,1,1998,1
2613,2,2200.0,4,280,2.5,0,0,2002,1
2614,10,2950.0,3,212,1.5,3,1,2006,0
2615,29,6400.0,1,163,1.6,3,1,2005,0
2617,10,4200.0,3,117,1.5,3,1,2007,0
2618,40,2350.0,1,211,1.3,3,1,1987,0
2619,39,10200.0,4,127,2.0,3,1,2007,1
2621,40,89000.0,0,61,4.5,0,1,2011,1
2622,29,5000.0,5,190,1.3,0,1,2005,0
2623,35,8500.0,1,147,1.6,3,1,2005,0
2624,43,8899.0,4,198,1.9,2,1,2004,0
2625,8,6200.0,5,150,1.3,0,1,2012,0
2626,35,7500.0,1,90,1.4,3,1,2011,0
2627,28,7650.0,5,107,1.6,1,1,2007,0
2628,42,3300.0,1,120,1.6,1,1,2007,0
2629,29,10499.0,2,160,2.0,2,1,2012,0
2630,40,8500.0,3,168,1.6,3,1,2008,0
2631,12,7700.0,5,96,1.3,0,1,2011,0
2632,3,32000.0,0,52,3.0,3,1,2012,1
2633,21,6900.0,3,92,1.6,3,1,2007,0
2635,29,8300.0,5,145,1.9,0,1,2006,0
2636,3,12799.0,3,181,2.2,1,1,2004,2
2637,10,4200.0,3,84,1.5,3,1,2004,0
2638,43,9750.0,5,253,1.9,0,1,2010,0
2639,6,5300.0,3,145,2.5,3,1,2006,0
2640,40,45000.0,0,80,4.0,3,1,2013,1
2641,3,44999.0,0,87,3.0,0,1,2011,1
2642,17,6400.0,3,85,1.4,3,1,2009,0
2643,10,4700.0,3,110,1.5,1,1,2007,0
2644,17,12700.0,3,34,1.6,3,1,2013,0
2645,35,23500.0,3,70,2.0,0,1,2013,0
2647,3,15500.0,3,89,2.0,0,0,2012,2
2648,28,8500.0,5,104,1.4,3,1,2010,0
2649,35,5500.0,1,85,1.2,3,1,2007,0
2650,33,7200.0,5,285,1.9,0,1,2002,0
2651,3,3500.0,4,280,3.0,0,0,2001,1
2652,10,2200.0,3,200,1.5,3,1,2003,0
2653,35,5200.0,3,160,1.2,3,1,2006,0
2654,33,6700.0,5,216,1.5,0,1,2010,0
2655,33,10900.0,4,175,1.5,0,1,2012,0
2656,35,19800.0,1,160,2.0,0,1,2013,0
2657,27,7500.0,3,140,1.5,3,1,2007,0
2658,13,10400.0,3,198,1.6,1,1,2008,0
2659,28,21500.0,0,72,2.0,0,1,2013,1
2660,35,7450.0,4,118,1.4,3,1,2008,0
2661,2,24500.0,3,122,4.0,0,1,2008,1
2663,3,38000.0,3,74,2.0,0,1,2014,2
2664,31,14000.0,4,45,1.6,0,1,2013,0
2665,43,11962.0,3,0,1.6,3,1,2015,0
2666,10,3500.0,1,76,0.8,3,1,2007,0
2667,43,30385.0,4,0,2.0,0,1,2014,0
2668,43,39615.0,3,0,2.0,0,1,2016,0
2669,43,39040.0,3,0,2.0,0,1,2014,0
2670,29,2550.0,3,195,2.2,3,0,2000,2
2671,26,8999.0,5,360,2.2,0,1,2006,2
2672,29,7350.0,1,188,1.3,0,1,2005,0
2673,13,7999.0,3,146,1.6,3,1,2010,0
2676,43,17900.0,2,123,1.8,3,1,2010,0
2677,6,4200.0,3,160,1.5,3,1,2005,0
2678,29,7700.0,5,280,1.9,0,1,2003,0
2680,3,34900.0,0,35,3.0,3,1,2011,1
2682,35,6600.0,4,1,1.4,1,1,2007,0
2683,43,7200.0,2,177,1.9,0,1,2010,0
2684,13,16400.0,1,6,1.0,3,1,2015,0
2685,21,9700.0,1,67,1.6,3,1,2011,0
2686,40,20100.0,0,48,2.0,3,1,2012,1
2687,29,3100.0,3,286,2.0,3,1,1994,2
2688,3,6500.0,3,1,3.5,3,1,1999,2
2689,3,25800.0,0,205,3.0,0,1,2008,1
2690,13,6500.0,5,148,1.8,0,1,2011,0
2691,29,20800.0,3,151,2.0,0,1,2013,0
2692,28,14999.0,3,66,2.5,3,1,2010,0
2693,3,57000.0,0,47,3.0,0,1,2014,1
2694,17,9700.0,1,90,1.6,0,1,2010,0
2695,43,10799.0,5,128,1.9,0,1,2010,0
2696,21,7300.0,3,73,1.6,3,1,2008,0
2697,26,47600.0,5,0,2.2,0,1,2016,2
2698,26,47600.0,5,0,2.2,0,1,2016,2
2699,28,8790.0,5,69,1.4,3,1,2010,0
2700,35,16500.0,3,94,1.9,0,1,2012,0
2701,43,9850.0,3,110,2.0,3,1,2006,0
2703,43,9000.0,3,135,1.6,1,1,2011,0
2704,13,11500.0,1,71,1.0,3,1,2013,0
2705,28,14931.15,3,1,1.6,3,1,2015,0
2706,3,39999.0,3,45,3.0,3,1,2011,1
2707,34,17600.0,1,28,1.4,3,1,2014,0
2708,26,97555.0,5,0,2.5,0,1,2016,1
2709,33,9900.0,0,201,1.9,0,1,2006,1
2710,29,3999.0,3,250,2.5,3,1,1997,2
2711,28,38800.0,0,112,5.6,3,1,2012,1
2712,39,10400.0,0,144,2.0,3,1,2006,1
2713,33,2999.0,5,245,1.5,0,1,2003,0
2714,31,6300.0,1,176,1.6,1,1,2005,1
2715,27,11500.0,0,191,3.0,1,1,2006,1
2716,3,77500.0,0,1,3.0,3,1,2016,1
2717,31,6300.0,2,112,1.6,0,1,2007,0
2718,29,1499.0,3,260,2.5,3,0,1997,0
2719,29,9700.0,1,52,1.4,3,1,2012,0
2720,33,11000.0,1,127,1.5,0,1,2012,0
2721,2,32300.0,1,54,2.8,3,1,2011,0
2722,29,7400.0,4,230,1.3,0,1,2006,0
2723,17,29400.0,3,0,2.0,3,1,2016,0
2724,27,11450.0,3,60,1.6,1,1,2012,0
2725,43,12500.0,4,195,1.6,0,1,2013,0
2726,3,25500.0,0,130,3.0,1,1,2007,1
2727,35,11100.0,3,110,1.6,3,1,2010,0
2728,17,18300.0,1,0,1.6,3,1,2016,0
2729,17,8999.0,1,56,1.6,3,1,2010,0
2730,13,6450.0,4,180,1.6,0,0,2012,0
2731,10,3200.0,1,75,1.0,3,1,2007,0
2732,3,34500.0,0,85,3.0,3,1,2010,1
2733,6,4600.0,3,138,1.5,3,1,2006,0
2734,29,4800.0,5,220,1.6,1,1,2006,0
2735,2,18500.0,3,245,3.0,0,1,2006,1
2737,3,31111.0,3,117,4.4,3,1,2010,1
2738,2,22800.0,3,122,2.0,3,1,2011,0
2739,29,10000.0,5,200,2.0,0,1,2007,0
2740,26,50000.0,3,240,3.5,3,1,2006,2
2741,3,13000.0,3,165,2.2,1,1,2003,2
2742,27,9450.0,3,125,2.0,1,1,2008,0
2743,26,7200.0,5,200,2.2,0,1,2004,2
2744,35,15100.0,3,56,1.8,3,1,2011,0
2745,10,5700.0,1,26,0.8,3,1,2012,0
2746,43,7200.0,1,127,1.39,3,1,2007,0
2747,34,7000.0,1,105,2.0,0,1,2006,0
2748,29,11440.0,3,81,1.6,3,1,2013,0
2749,29,2500.0,5,251,1.4,1,1,1996,0
2750,35,12700.0,4,105,1.8,3,1,2012,0
2751,17,13000.0,2,72,2.0,3,1,2008,0
2753,29,8000.0,4,191,1.3,0,1,2006,0
2754,43,1500.0,2,160,1.4,3,0,1999,0
2755,3,37900.0,0,97,3.0,0,1,2010,1
2756,35,8000.0,3,126,1.8,1,1,2008,0
2757,43,17000.0,2,184,3.6,3,1,2008,1
2758,26,6500.0,2,215,2.2,0,1,2000,0
2759,29,18900.0,3,69,2.0,3,1,2011,0
2760,40,30000.0,0,85,2.7,1,1,2010,1
2761,13,7500.0,1,138,1.4,3,1,2008,0
2762,36,3400.0,2,125,0.6,3,1,2000,2
2763,26,7500.0,3,350,2.2,0,1,2003,0
2764,6,4500.0,3,135,1.6,1,1,2007,0
2765,29,5350.0,3,250,2.2,1,1,2000,2
2766,29,4500.0,5,184,1.3,0,1,2011,0
2767,3,26000.0,0,270,4.8,3,1,2008,1
2768,17,5350.0,1,115,1.4,3,1,2007,0
2769,3,35500.0,3,67,3.0,3,1,2011,2
2770,33,4200.0,5,220,1.5,0,1,2004,0
2771,43,8950.0,5,170,1.6,0,1,2013,0
2772,26,11500.0,5,381,2.2,0,1,2006,2
2773,35,6500.0,1,260,1.6,1,1,2003,0
2774,17,10900.0,3,44,1.4,3,1,2013,0
2775,35,7500.0,3,105,1.6,0,0,2012,0
2776,17,5900.0,3,99,1.4,3,1,2009,0
2777,21,8500.0,0,129,2.0,1,1,2006,0
2778,17,5950.0,1,200,1.4,3,1,2005,0
2779,10,4000.0,1,72,0.8,3,1,2008,0
2780,33,5600.0,4,117,1.5,0,1,2008,0
2781,3,37000.0,0,186,5.0,3,1,2008,1
2782,3,3000.0,3,190,2.0,3,0,2000,2
2783,17,6500.0,1,137,1.4,1,1,2007,0
2784,45,1300.0,4,70,1.2,3,1,2003,0
2785,10,3400.0,3,133,1.3,1,1,2005,0
2786,33,5500.0,3,153,1.6,2,1,2006,0
2787,33,3900.0,5,202,1.9,0,1,2001,0
2788,3,1750.0,4,200,2.0,3,0,2000,2
2789,28,9300.0,0,100,2.5,3,1,2006,1
2790,29,3750.0,3,1,2.0,3,1,1995,2
2791,37,12400.0,0,73,2.0,0,1,2011,0
2792,10,3200.0,3,172,1.3,1,1,2006,0
2793,28,3600.0,0,230,2.2,0,0,2002,1
2794,42,3900.0,1,109,1.6,3,1,2008,0
2795,43,9000.0,1,120,1.2,0,1,2012,0
2797,33,7600.0,5,183,1.9,0,1,2006,0
2799,33,12350.0,3,64,2.0,1,1,2011,0
2800,10,4777.0,3,115,1.5,1,1,2005,0
2801,40,17835.0,0,240,2.7,1,1,2007,1
2802,29,12950.0,5,230,2.5,0,1,2008,0
2803,21,9500.0,3,98,1.6,3,1,2011,0
2804,3,75555.0,3,30,4.4,3,1,2014,1
2805,35,8800.0,1,190,2.0,3,1,2008,0
2806,6,5400.0,0,67,1.7,3,1,2006,1
2807,10,2700.0,3,158,1.3,1,1,2005,0
2808,3,12000.0,0,218,3.0,0,0,2006,1
2809,2,2100.0,4,275,2.5,0,0,1998,1
2810,2,2799.0,4,390,1.9,0,0,1998,0
2811,6,8500.0,3,67,1.5,1,1,2011,0
2812,35,5000.0,3,230,2.0,3,1,2001,0
2813,35,10950.0,3,125,1.6,1,1,2011,0
2815,2,12200.0,3,130,2.4,3,1,2006,0
2816,16,12100.0,1,95,1.8,3,1,2010,0
2817,37,11800.0,0,51,2.0,0,1,2011,1
2818,43,6000.0,5,200,2.0,0,1,2008,0
2819,13,16400.0,0,87,2.5,3,1,2010,1
2820,26,19600.0,5,127,1.8,0,1,2013,0
2821,27,12400.0,3,52,1.6,3,1,2013,0
2823,26,11999.0,2,215,2.2,0,1,2007,2
2824,29,9700.0,2,230,2.5,0,1,2008,0
2825,35,9500.0,1,84,1.6,3,1,2008,0
2826,35,5500.0,1,120,1.2,3,1,2006,0
2827,14,2778.75,3,110,2.5,3,1,2004,2
2828,27,9000.0,3,78,2.4,1,1,2006,0
2830,13,16700.0,0,145,2.5,1,1,2010,1
2831,43,6799.0,1,1,1.4,1,1,1998,0
2832,17,4200.0,3,135,1.6,1,1,2010,0
2834,38,15800.0,0,82,2.0,3,1,2012,1
2836,43,8500.0,5,230,1.9,0,1,2008,0
2837,29,13999.0,5,180,2.0,0,1,2012,0
2838,38,38900.0,0,0,2.0,0,1,2016,1
2839,29,2600.0,2,369,2.0,3,1,1991,0
2840,39,9888.0,0,140,2.0,3,1,2007,1
2841,2,10000.0,3,206,2.5,0,1,2003,0
2842,2,8000.0,4,200,2.7,0,1,2006,0
2843,2,4000.0,3,380,2.8,3,1,1997,1
2844,17,12200.0,0,118,2.0,1,1,2011,0
2845,25,8050.0,3,140,2.0,3,1,2007,0
2846,33,13999.0,5,180,2.0,0,1,2012,0
2847,42,1200.0,3,200,1.3,3,1,1996,2
2848,9,4399.0,3,147,1.4,3,1,2007,0
2850,40,14900.0,0,288,4.7,1,1,2000,1
2851,43,15900.0,2,160,1.8,3,1,2010,0
2852,43,7700.0,3,220,2.8,3,1,2004,1
2853,3,6500.0,3,311,2.0,1,1,1998,2
2854,43,7700.0,3,180,1.8,3,1,2004,0
2855,27,11500.0,0,142,2.4,3,1,2006,1
2856,15,3100.0,3,160,1.5,3,1,2007,0
2857,43,6999.0,1,195,1.4,0,1,2004,0
2858,6,5500.0,1,83,1.5,3,1,2009,0
2859,43,21500.0,0,178,3.0,0,1,2008,1
2860,10,4300.0,3,80,1.3,1,1,2012,0
2861,16,11000.0,3,180,1.8,3,1,2009,0
2862,29,7400.0,3,182,1.8,3,1,2007,0
2863,43,6500.0,3,190,1.9,0,1,2006,0
2864,28,2100.0,1,170,2.2,0,0,2001,0
2865,6,5350.0,0,140,1.7,3,1,2008,1
2866,28,6600.0,0,288,2.8,0,0,2000,1
2867,2,12500.0,3,165,2.4,3,1,2006,0
2868,10,4999.0,3,144,1.6,1,1,2007,0
2869,29,1699.0,4,241,1.7,0,0,1998,0
2870,28,6400.0,0,240,3.0,0,0,2000,1
2871,38,14600.0,0,93,3.6,3,1,2008,1
2872,3,36300.0,0,83,3.5,3,1,2010,1
2873,17,7800.0,1,58,1.4,3,1,2011,0
2874,21,9450.0,1,182,2.0,3,1,2006,1
2875,17,15500.0,0,135,3.8,1,1,2009,1
2876,21,13000.0,3,13,1.4,3,1,2015,0
2877,10,3667.95,1,58,0.8,3,1,2006,0
2878,2,6557.85,3,327,4.2,1,1,2000,1
2879,23,15299.0,0,162,3.3,3,1,2006,1
2880,21,8500.0,3,153,2.0,1,1,2007,0
2881,10,4500.0,3,65,1.5,3,1,2013,0
2882,43,61000.0,0,2,3.0,0,1,2016,1
2883,34,10300.0,1,170,2.0,3,1,2008,0
2884,45,5200.0,3,53,1.5,1,1,2012,0
2886,26,14500.0,4,178,3.0,0,1,2006,2
2887,42,5700.0,1,97,1.6,3,1,2012,0
2888,43,1850.0,4,270,1.9,0,1,2000,0
2889,3,25800.0,3,203,2.0,0,1,2010,2
2890,29,1800.0,4,390,2.3,0,1,1989,2
2891,29,4000.0,3,215,2.0,3,1,1997,2
2892,26,11400.0,3,220,5.0,3,1,2004,1
2893,13,1750.0,3,250,1.4,3,1,1993,0
2894,43,10500.0,5,130,1.9,0,1,2010,0
2895,26,29900.0,3,83,2.2,0,1,2012,2
2896,35,10500.0,1,152,2.0,3,1,2008,0
2897,3,5900.0,4,220,2.8,3,1,1995,2
2898,43,2000.0,3,300,1.3,3,1,1988,0
2899,38,13999.0,0,130,2.0,3,1,2011,1
2900,3,7200.0,3,448,3.0,3,1,1996,2
2901,33,6800.0,5,119,1.5,0,1,2012,0
2902,26,17999.0,5,260,2.2,0,1,2013,2
2904,35,11111.0,3,99,1.6,3,1,2011,0
2905,33,4100.0,5,190,1.9,0,1,2002,0
2906,3,29900.0,3,175,2.0,0,1,2011,2
2907,35,3800.0,1,150,1.2,3,1,2006,0
2908,26,20200.0,3,69,2.0,3,1,2010,2
2909,3,12900.0,3,200,2.5,3,1,2006,2
2910,21,3000.0,3,331,1.5,1,1,1996,0
2911,31,5700.0,1,137,1.4,3,1,2007,0
2912,21,9300.0,3,72,2.0,1,1,2007,0
2913,26,50250.0,3,0,2.2,0,1,2015,1
2914,16,10300.0,3,134,1.8,1,1,2008,0
2915,35,8900.0,4,130,1.2,0,1,2012,0
2916,17,8599.0,1,95,1.6,0,1,2009,0
2917,1,12100.0,3,91,2.2,3,1,2008,0
2918,13,10900.0,1,53,1.0,3,1,2013,0
2919,43,3600.0,3,330,2.8,1,1,1994,0
2920,33,10200.0,1,70,1.5,0,1,2013,0
2922,43,8500.0,3,220,2.0,2,1,2005,0
2923,29,9500.0,2,157,2.0,0,1,2011,0
2924,3,8200.0,3,287,2.5,1,1,1999,2
2925,43,8500.0,5,216,1.9,0,1,2005,0
2926,17,8100.0,1,72,1.4,1,1,2008,0
2927,3,39500.0,4,93,2.0,0,1,2012,1
2929,16,10500.0,3,138,1.8,1,1,2008,0
2930,29,2500.0,4,269,2.2,0,0,2001,2
2931,29,1500.0,1,240,1.8,3,0,1998,0
2932,43,2900.0,4,257,1.9,0,0,2003,0
2933,29,10800.0,1,168,1.7,0,1,2010,0
2934,29,4300.0,3,370,2.0,1,1,1997,2
2935,38,3200.0,3,270,2.0,3,1,1994,0
2936,10,3350.0,3,148,1.3,1,1,2013,0
2937,25,6799.0,5,190,2.0,0,1,2003,0
2938,26,18200.0,3,103,2.0,1,1,2007,2
2940,29,11900.0,5,111,2.0,0,1,2013,0
2941,29,3500.0,3,250,2.2,0,1,2001,2
2942,35,25000.0,3,47,1.8,3,1,2014,0
2943,13,3999.0,5,324,2.5,0,1,1994,2
2944,2,16000.0,3,180,3.0,0,1,2006,1
2945,25,8900.0,3,150,2.0,1,1,2004,0
2946,26,3300.0,3,330,2.0,1,1,1988,2
2947,26,17800.0,3,73,3.0,3,1,2008,1
2949,38,11000.0,1,70,2.0,3,1,2008,1
2950,22,23000.0,0,140,2.7,0,1,2007,1
2951,35,2600.0,4,93,1.4,3,0,2001,0
2952,25,10000.0,3,162,1.6,3,1,2006,0
2953,35,2800.0,4,223,1.9,0,0,2000,0
2954,19,47794.5,3,2,2.0,0,1,2015,2
2955,43,2700.0,1,300,1.9,0,0,2000,0
2957,31,5800.0,3,86,1.4,3,1,2008,0
2958,33,10700.0,5,150,1.9,0,1,2006,0
2959,29,5400.0,3,272,1.8,3,1,1998,0
2960,35,9200.0,4,176,1.9,0,1,2007,0
2961,25,18900.0,3,10,1.5,3,1,2014,0
2962,16,22000.0,3,0,1.6,3,1,2016,0
2963,28,3600.0,4,240,1.6,3,1,1992,0
2964,13,6900.0,5,74,1.8,0,1,2011,0
2965,35,1850.0,3,240,1.9,0,0,1998,0
2966,3,2750.0,4,254,2.8,1,0,1997,2
2967,33,6750.0,5,140,1.5,0,1,2012,0
2968,35,5600.0,1,128,1.2,3,1,2006,0
2969,21,4200.0,0,250,2.5,0,0,2005,1
2970,35,16000.0,0,81,1.8,3,1,2012,1
2971,17,18999.0,0,48,2.0,1,1,2011,1
2972,27,27565.2,0,1,2.5,0,1,2016,1
2973,25,11800.0,3,95,2.0,2,1,2008,0
2974,33,6750.0,2,110,1.5,0,1,2012,0
2975,16,9600.0,3,126,1.8,3,1,2008,0
2976,30,40999.0,5,130,5.3,3,1,2010,1
2977,40,11707.8,1,1,1.0,3,1,2016,0
2978,35,7500.0,3,175,1.6,3,1,2006,0
2979,45,6061.38,3,1,1.3,1,1,2015,0
2980,3,6000.0,3,300,2.8,3,1,1996,2
2981,40,8200.0,0,212,2.0,1,1,2003,1
2982,31,19000.0,0,13,1.6,3,1,2015,0
2983,27,8700.0,3,150,2.4,1,1,2007,0
2984,35,13100.0,1,86,1.8,3,1,2012,0
2985,27,2900.0,1,300,1.8,3,1,1989,0
2986,2,4000.0,4,234,2.5,0,0,2001,0
2987,29,8000.0,5,200,1.9,0,1,2003,0
2988,13,11000.0,1,34,1.6,3,1,2012,0
2989,26,24900.0,3,97,1.8,3,1,2012,2
2991,30,10000.0,3,237,4.6,1,1,2000,2
2992,17,6600.0,3,82,1.4,3,1,2006,0
2993,26,13400.0,3,105,1.8,3,1,2006,2
2994,35,10750.0,1,79,1.8,3,1,2010,0
2996,25,7200.0,3,127,1.6,2,1,2005,0
2997,22,95555.0,0,0,3.0,0,1,2016,1
2998,29,8000.0,3,280,2.5,0,1,1996,2
3000,2,89999.0,0,0,3.0,0,1,2015,1
3001,24,20500.0,1,23,1.6,3,1,2014,0
3002,3,49000.0,4,56,5.0,3,1,2007,2
3003,33,6500.0,5,127,1.5,0,1,2011,0
3004,17,7000.0,1,84,1.6,3,1,2008,0
3005,26,4400.0,3,160,2.7,0,0,2000,2
3006,26,6500.0,3,270,2.8,1,1,1999,2
3007,35,13200.0,1,160,1.8,3,1,2011,0
3008,8,8499.0,2,20,1.2,3,1,2013,0
3009,33,2200.0,2,155,1.6,3,0,2004,0
3010,13,2300.0,5,176,2.0,1,0,2000,0
3011,33,7700.0,5,125,1.5,0,1,2012,0
3012,16,9500.0,1,127,2.0,3,1,2008,0
3013,43,1400.0,2,212,1.8,1,0,1999,0
3014,25,8000.0,3,175,1.6,1,1,2006,0
3015,10,6000.0,1,11,1.5,1,1,2013,0
3016,43,6000.0,4,284,1.9,2,1,2001,0
3017,43,9300.0,3,148,2.0,3,1,2006,0
3018,13,11800.0,1,45,1.6,3,1,2013,0
3019,8,7200.0,5,185,1.6,0,1,2012,0
3021,2,6500.0,3,365,4.2,1,1,1995,1
3022,35,10000.0,3,184,1.9,0,1,2008,0
3023,25,20000.0,3,24,1.5,3,1,2014,0
3024,35,6200.0,3,188,1.6,3,1,2005,0
3025,37,12500.0,0,133,2.7,0,1,2009,1
3026,26,15800.0,2,264,2.2,2,1,2009,2
3028,26,8500.0,3,500,3.2,0,1,2000,2
3029,3,6800.0,3,4,2.8,1,1,1995,2
3030,35,10900.0,3,167,1.2,3,1,2011,0
3031,10,5200.0,1,58,1.5,3,1,2013,0
3032,26,26000.0,2,22,1.8,3,1,2014,2
3033,13,6999.0,1,91,1.4,3,1,2007,0
3035,35,7400.0,4,132,1.8,3,1,2006,1
3036,40,9999.0,3,225,3.0,1,1,2004,0
3037,3,6300.0,3,330,2.5,3,1,1999,2
3038,29,7600.0,5,239,2.0,0,1,2007,0
3039,17,5400.0,1,158,1.4,3,1,2005,0
3040,13,8500.0,3,100,2.0,0,1,2003,0
3041,33,10500.0,4,250,1.5,0,1,2011,0
3043,35,7000.0,1,300,1.6,3,1,2007,0
3044,6,6400.0,3,172,1.8,1,1,2008,0
3045,31,6928.35,1,68,1.0,3,1,2012,0
3046,26,15500.0,5,75,2.0,0,1,2011,2
3047,10,4700.0,3,160,1.5,1,1,2008,0
3048,35,9200.0,3,136,1.9,0,1,2008,0
3049,42,8000.0,0,40,1.7,3,1,2010,1
3050,16,11400.0,3,128,2.0,3,1,2007,0
3051,27,8600.0,3,145,2.0,3,1,2009,0
3052,43,13708.5,1,51,1.4,3,1,2014,0
3053,40,39900.0,0,94,4.0,1,1,2010,1
3055,29,3700.0,3,355,1.6,2,1,1996,0
3056,29,2100.0,4,111,1.4,1,1,1988,0
3057,10,2450.0,3,180,1.5,3,1,2005,0
3058,33,2400.0,1,1,2.0,3,0,2002,0
3059,16,9000.0,3,113,1.8,1,1,2008,0
3060,8,3400.0,5,299,1.6,0,1,2007,0
3061,5,2800.0,1,76,1.1,3,1,2007,0
3062,31,9800.0,4,170,1.6,0,1,2011,0
3063,27,7900.0,3,238,2.0,1,1,2008,0
3064,16,30500.0,3,24,2.4,3,1,2015,0
3065,13,17000.0,0,60,2.5,3,1,2011,1
3066,29,8700.0,5,197,1.9,0,1,2006,0
3067,40,28000.0,0,95,3.5,1,1,2011,1
3068,43,12500.0,3,128,2.0,3,1,2007,0
3069,43,12000.0,3,152,1.8,3,1,2008,0
3070,27,6700.0,3,193,1.6,3,1,2005,0
3071,29,11600.0,3,64,1.7,0,1,2013,0
3072,38,17000.0,4,67,2.5,3,1,2010,1
3073,25,26300.0,3,16,2.5,3,1,2013,0
3074,21,10900.0,0,131,2.0,1,1,2008,1
3075,43,13972.0737,3,0,1.6,3,1,2016,0
3076,43,28793.037,5,0,1.6,0,1,2016,0
3077,16,13600.0,3,130,2.4,3,1,2008,0
3078,23,20000.0,0,135,3.5,3,1,2008,1
3079,3,4700.0,3,390,2.5,3,1,1991,2
3080,3,37500.0,2,45,2.0,3,1,2013,2
3081,43,13995.0,5,147,1.6,0,1,2013,0
3082,31,7000.0,4,191,1.8,1,1,2006,0
3083,26,25700.0,0,130,4.7,1,1,2008,1
3084,40,18900.0,0,90,2.0,3,1,2010,1
3085,17,7600.0,3,28,1.4,3,1,2008,0
3086,43,14400.0,5,237,2.0,0,1,2010,0
3087,40,14500.0,3,147,2.4,1,1,2006,0
3088,42,2350.0,4,130,1.5,1,1,2006,2
3089,42,6300.0,0,48,1.7,3,1,2011,1
3090,31,6000.0,3,240,1.8,3,1,2005,0
3091,29,2200.0,3,200,2.0,1,1,1992,0
3092,3,6500.0,4,377,2.0,1,1,1998,2
3093,37,16500.0,0,56,2.0,0,1,2013,1
3094,17,17600.0,0,83,2.0,3,1,2011,1
3095,21,8200.0,1,41,1.4,1,1,2008,0
3096,27,6150.0,3,175,1.6,3,1,2007,0
3097,22,17000.0,0,188,2.2,0,1,2007,1
3098,3,3900.0,3,340,2.5,0,0,2000,2
3099,31,5800.0,4,86,2.0,0,1,2003,0
3100,43,30900.0,3,30,2.0,0,1,2014,0
3101,33,9700.0,4,114,1.5,0,1,2012,0
3102,23,19500.0,3,146,3.5,3,1,2007,1
3103,6,15000.0,3,75,1.8,1,1,2014,0
3104,33,8200.0,4,192,1.5,0,1,2010,0
3105,16,13000.0,0,122,2.4,1,1,2007,1
3106,3,35500.0,3,235,3.0,0,1,2010,2
3107,17,17500.0,0,138,2.2,0,1,2010,0
3108,28,10500.0,0,270,3.0,0,1,2001,1
3109,15,5200.0,3,41,1.5,3,1,2012,0
3110,26,4300.0,3,280,1.8,3,1,1993,2
3111,43,10999.0,2,240,2.5,0,1,2005,2
3112,35,13000.0,3,129,1.8,3,1,2010,0
3113,23,13800.0,3,198,3.0,3,1,2005,2
3114,10,5555.0,2,16,1.5,3,1,2010,0
3115,10,3100.0,1,105,0.8,3,1,2008,0
